article,articleLabel,pleiadesID
http://www.wikidata.org/entity/Q181285,Cambrai,108850
http://www.wikidata.org/entity/Q322045,Camelin,108851
http://www.wikidata.org/entity/Q633541,Cany-Barville,108855
http://www.wikidata.org/entity/Q728919,Silva Carbonaria,108858
http://www.wikidata.org/entity/Q852944,Carnutes,108860
http://www.wikidata.org/entity/Q1735350,Castra Divitia,108863
http://www.wikidata.org/entity/Q18286569,Q18286569,108864
http://www.wikidata.org/entity/Q11160,Cassel,108865
http://www.wikidata.org/entity/Q596175,Le Catelet,108869
http://www.wikidata.org/entity/Q1832016,Catualium,108871
http://www.wikidata.org/entity/Q3414036,Ceuclum,108875
http://www.wikidata.org/entity/Q95140,Chapelle-lez-Herlaimont,108877
http://www.wikidata.org/entity/Q419596,Châteaubleau,108879
http://www.wikidata.org/entity/Q103159361,Châteaubleau (Samian Ware Discovery Site),108879
http://www.wikidata.org/entity/Q3584217,Church of Saint Porphyrius,108879169
http://www.wikidata.org/entity/Q3221384,Le Châtelet de Gourzon,108882
http://www.wikidata.org/entity/Q688485,Châtillon-sur-Marne,108883
http://www.wikidata.org/entity/Q847448,Châtillon-sur-Oise,108884
http://www.wikidata.org/entity/Q164076,Chatti,108885
http://www.wikidata.org/entity/Q58923,La Chaussée-Tirancourt,108886
http://www.wikidata.org/entity/Q1172561,Chémery,108888
http://www.wikidata.org/entity/Q1220713,La Cheppe,108889
http://www.wikidata.org/entity/Q18749222,Camp d'Attila,108889
http://www.wikidata.org/entity/Q666165,Augusta Treverorum,108894
http://www.wikidata.org/entity/Q103198266,Trier (Samian Ware Discovery Site),108894
http://www.wikidata.org/entity/Q103200340,Xanten (Samian Ware Discovery Site),108896
http://www.wikidata.org/entity/Q262423,Condrusi,108902
http://www.wikidata.org/entity/Q27806735,Contra Aginnum,108905
http://www.wikidata.org/entity/Q2320554,Coriovallum,108908
http://www.wikidata.org/entity/Q12995,Kortrijk,108911
http://www.wikidata.org/entity/Q991750,Coucy-lès-Eppes,108912
http://www.wikidata.org/entity/Q1008494,Criquebeuf-sur-Seine,108913
http://www.wikidata.org/entity/Q329216,Cugerni,108914
http://www.wikidata.org/entity/Q1097060,Cuignières,108915
http://www.wikidata.org/entity/Q21823,Tarquimpol,108921
http://www.wikidata.org/entity/Q929010,Deneuvre,108922
http://www.wikidata.org/entity/Q22690,Metz,108927
http://www.wikidata.org/entity/Q103182753,Metz (Samian Ware Discovery Site),108927
http://www.wikidata.org/entity/Q1625155,Holsterhausen,108931
http://www.wikidata.org/entity/Q469928,Rheinhausen,108937
http://www.wikidata.org/entity/Q996360,Dumnissus,108938
http://www.wikidata.org/entity/Q1267419,Durnomagus,108941
http://www.wikidata.org/entity/Q3041594,Durocasses,108943
http://www.wikidata.org/entity/Q47135,Châlons-en-Champagne,108944
http://www.wikidata.org/entity/Q41876,Reims,108945
http://www.wikidata.org/entity/Q323500,Eburones,108952
http://www.wikidata.org/entity/Q959306,Eburovices,108953
http://www.wikidata.org/entity/Q227722,Einville-au-Jard,108957
http://www.wikidata.org/entity/Q1990353,Elewijt,108958
http://www.wikidata.org/entity/Q1458595,Épiais-Rhus,108962
http://www.wikidata.org/entity/Q239123,Ermont,108964
http://www.wikidata.org/entity/Q103161557,Eschweilerhof (Samian Ware Discovery Site),108966
http://www.wikidata.org/entity/Q200224,Escles,108967
http://www.wikidata.org/entity/Q1096136,Estrées-Saint-Denis,108968
http://www.wikidata.org/entity/Q120971,Estrées-sur-Noye,108969
http://www.wikidata.org/entity/Q273522,Étaples,108970
http://www.wikidata.org/entity/Q103161640,Étaples (Samian Ware Discovery Site),108970
http://www.wikidata.org/entity/Q14893,Ettlingen,108971
http://www.wikidata.org/entity/Q665618,Famars,108977
http://www.wikidata.org/entity/Q2525555,Roman villa Otrang,108982
http://www.wikidata.org/entity/Q145033,Fluy,108987
http://www.wikidata.org/entity/Q2684588,Fontaine-Valmont,108990
http://www.wikidata.org/entity/Q2570658,Frisiavones,108996
http://www.wikidata.org/entity/Q1009985,Gamaches-en-Vexin,108999
http://www.wikidata.org/entity/Q163484,Geißkopf,109001
http://www.wikidata.org/entity/Q835315,Castra Gelduba,109002
http://www.wikidata.org/entity/Q81997,Boulogne-sur-Mer,109008
http://www.wikidata.org/entity/Q103149533,Boulogne-sur-Mer (Samian Ware Discovery Site),109008
http://www.wikidata.org/entity/Q1559564,Görresburg,109013
http://www.wikidata.org/entity/Q289156,Gournay-sur-Aronde,109015
http://www.wikidata.org/entity/Q158264,Grivesnes,109018
http://www.wikidata.org/entity/Q103162964,Grobbendonk (Samian Ware Discovery Site),109019
http://www.wikidata.org/entity/Q22032,Grostenquin,109021
http://www.wikidata.org/entity/Q2217732,Haccourt,109025
http://www.wikidata.org/entity/Q910627,Hamblain-les-Prés,109030
http://www.wikidata.org/entity/Q1139329,Hanches,109031
http://www.wikidata.org/entity/Q566707,Heckenmünster,109034
http://www.wikidata.org/entity/Q1390895,Heddesdorf,109035
http://www.wikidata.org/entity/Q1593685,Heftrich,109036
http://www.wikidata.org/entity/Q2483407,Howardries,109054
http://www.wikidata.org/entity/Q560446,Hunzel,109056
http://www.wikidata.org/entity/Q507207,Icorigium,109062
http://www.wikidata.org/entity/Q338834,Igel Column,109063
http://www.wikidata.org/entity/Q569166,Imsbach,109064
http://www.wikidata.org/entity/Q553525,Insul,109065
http://www.wikidata.org/entity/Q1564137,Juliacum,109068
http://www.wikidata.org/entity/Q1675728,Iversheim,109070
http://www.wikidata.org/entity/Q2202439,Römische Kalkbrennerei Iversheim,109070
http://www.wikidata.org/entity/Q1735382,Castra of Kapersburg,109074
http://www.wikidata.org/entity/Q567142,Kindsbach,109082
http://www.wikidata.org/entity/Q527898,Kippenheim,109083
http://www.wikidata.org/entity/Q1231010,Marienburg,109085
http://www.wikidata.org/entity/Q563870,Kreimbach-Kaulbach,109090
http://www.wikidata.org/entity/Q633636,Kriftel,109091
http://www.wikidata.org/entity/Q817375,Kruishoutem,109093
http://www.wikidata.org/entity/Q103171995,Langenhain (Samian Ware Discovery Site),109100
http://www.wikidata.org/entity/Q786331,Lavoye,109103
http://www.wikidata.org/entity/Q103172670,Lavoye (Samian Ware Discovery Site),109103
http://www.wikidata.org/entity/Q644716,Lewarde,109109
http://www.wikidata.org/entity/Q289889,Lexovii,109110
http://www.wikidata.org/entity/Q1418456,Liffol-le-Grand,109112
http://www.wikidata.org/entity/Q871531,Limé,109113
http://www.wikidata.org/entity/Q760628,Limetz-Villez,109114
http://www.wikidata.org/entity/Q1773614,Saxon Shore,109117
http://www.wikidata.org/entity/Q1225515,Livry-Louvercy,109118
http://www.wikidata.org/entity/Q270273,Lutetia,109126
http://www.wikidata.org/entity/Q3274734,Maclaunay,109130
http://www.wikidata.org/entity/Q103170738,La Madeleine (Samian Ware Discovery Site),109131
http://www.wikidata.org/entity/Q564800,Magdalenenberg,109132
http://www.wikidata.org/entity/Q892529,Manheulles,109136
http://www.wikidata.org/entity/Q1141801,Marboué,109138
http://www.wikidata.org/entity/Q254033,Marchélepot,109139
http://www.wikidata.org/entity/Q713498,Martelange,109146
http://www.wikidata.org/entity/Q138648,Maubeuge,109148
http://www.wikidata.org/entity/Q1165975,Mauchamps,109149
http://www.wikidata.org/entity/Q2520616,Mederiacum,109152
http://www.wikidata.org/entity/Q1175315,Mediomatrici,109154
http://www.wikidata.org/entity/Q659921,Menapii,109156
http://www.wikidata.org/entity/Q870413,Mercin-et-Vaux,109157
http://www.wikidata.org/entity/Q1139275,Mérouville,109158
http://www.wikidata.org/entity/Q870755,Mesbrecourt-Richecourt,109160
http://www.wikidata.org/entity/Q379227,Le Mesge,109161
http://www.wikidata.org/entity/Q381453,Mézières-en-Santerre,109164
http://www.wikidata.org/entity/Q648610,Mittelstrimmig,109167
http://www.wikidata.org/entity/Q1670,Main,109168
http://www.wikidata.org/entity/Q571790,Mogontiacum,109169
http://www.wikidata.org/entity/Q102766933,Mainz (Samian Ware Discovery Site),109169
http://www.wikidata.org/entity/Q2200700,Momalle,109171
http://www.wikidata.org/entity/Q1471387,Val-des-Marais,109175
http://www.wikidata.org/entity/Q753504,Morienval,109176
http://www.wikidata.org/entity/Q668493,Morlanwelz,109178
http://www.wikidata.org/entity/Q688781,Mortsel,109179
http://www.wikidata.org/entity/Q1667,Moselle,109182
http://www.wikidata.org/entity/Q317433,Les Mureaux,109185
http://www.wikidata.org/entity/Q657074,Mutterstadt,109186
http://www.wikidata.org/entity/Q1086477,Nanteuil-sur-Aisne,109189
http://www.wikidata.org/entity/Q1973682,Neckarau,109192
http://www.wikidata.org/entity/Q131329,Arras,109194
http://www.wikidata.org/entity/Q103143447,Arras (Samian Ware Discovery Site),109194
http://www.wikidata.org/entity/Q1216584,Nemetes,109196
http://www.wikidata.org/entity/Q756812,Nervii,109199
http://www.wikidata.org/entity/Q567253,Neupotz,109200
http://www.wikidata.org/entity/Q103163482,Heddernheim (Samian Ware Discovery Site),109205
http://www.wikidata.org/entity/Q64812035,Fort site and civil settlement of Niederberg,109207
http://www.wikidata.org/entity/Q1916957,Nimy,109211
http://www.wikidata.org/entity/Q117231,Q117231,109214
http://www.wikidata.org/entity/Q49831,Noyon,109218
http://www.wikidata.org/entity/Q1000244,Novion-Porcien,109219
http://www.wikidata.org/entity/Q669933,Nijon,109220
http://www.wikidata.org/entity/Q663446,Noyen-sur-Seine,109225
http://www.wikidata.org/entity/Q103143370,Arlon (Samian Ware Discovery Site),109232
http://www.wikidata.org/entity/Q1139335,Ouarville,109234
http://www.wikidata.org/entity/Q835128,Oudenburg,109235
http://www.wikidata.org/entity/Q103173277,Le Mans (Samian Ware Discovery Site),109236
http://www.wikidata.org/entity/Q964989,Paemani,109238
http://www.wikidata.org/entity/Q1456593,Pécy,109243
http://www.wikidata.org/entity/Q653374,Pelm,109244
http://www.wikidata.org/entity/Q103151293,Braives (Samian Ware Discovery Site),109245
http://www.wikidata.org/entity/Q1378579,Pithiviers-le-Vieil,109248
http://www.wikidata.org/entity/Q1072945,Pîtres,109249
http://www.wikidata.org/entity/Q1337799,Plailly,109250
http://www.wikidata.org/entity/Q2351222,Ploegsteert,109251
http://www.wikidata.org/entity/Q3395994,Pommerœul,109253
http://www.wikidata.org/entity/Q22544,Sarrebourg,109254
http://www.wikidata.org/entity/Q1100346,Pont-sur-Sambre,109257
http://www.wikidata.org/entity/Q588400,Port-le-Grand,109259
http://www.wikidata.org/entity/Q941423,Hermes,109271
http://www.wikidata.org/entity/Q21298,Reichshoffen,109274
http://www.wikidata.org/entity/Q626976,Ribemont-sur-Ancre,109278
http://www.wikidata.org/entity/Q5210859,Dalheim Ricciacum,109279
http://www.wikidata.org/entity/Q27267077,Ricciacum (or Ricciacus),109279
http://www.wikidata.org/entity/Q711970,Ronssoy,109286
http://www.wikidata.org/entity/Q3442995,Rotomagus,109287
http://www.wikidata.org/entity/Q1334969,Rouvroy-les-Merles,109289
http://www.wikidata.org/entity/Q1099846,Les Rues-des-Vignes,109291
http://www.wikidata.org/entity/Q943446,Rumst,109292
http://www.wikidata.org/entity/Q542329,Saalburg Roman Fort,109297
http://www.wikidata.org/entity/Q103192439,Saalburg (Samian Ware Discovery Site),109297
http://www.wikidata.org/entity/Q1068594,Sains-du-Nord,109302
http://www.wikidata.org/entity/Q1337294,Emilianus-Stollen,109303
http://www.wikidata.org/entity/Q34427,Saint-Dié-des-Vosges,109307
http://www.wikidata.org/entity/Q103141270,Amiens (Samian Ware Discovery Site),109321
http://www.wikidata.org/entity/Q1159365,Savonnières-en-Perthois,109327
http://www.wikidata.org/entity/Q37620,Scheldt,109328
http://www.wikidata.org/entity/Q1226232,Sceaux-sur-Huisne,109331
http://www.wikidata.org/entity/Q22834,Schwarzenacker,109333
http://www.wikidata.org/entity/Q630627,Seclin,109334
http://www.wikidata.org/entity/Q103195523,Sinzig (Samian Ware Discovery Site),109338
http://www.wikidata.org/entity/Q1461215,Septeuil,109339
http://www.wikidata.org/entity/Q1219955,Sept-Saulx,109340
http://www.wikidata.org/entity/Q656819,Serrig,109342
http://www.wikidata.org/entity/Q818593,Siesbach,109344
http://www.wikidata.org/entity/Q3483961,Silvanectes,109345
http://www.wikidata.org/entity/Q846247,Sinceny,109346
http://www.wikidata.org/entity/Q548190,Songeons,109349
http://www.wikidata.org/entity/Q641705,Souzy,109350
http://www.wikidata.org/entity/Q1196925,Suessiones,109356
http://www.wikidata.org/entity/Q206403,Sicambri,109357
http://www.wikidata.org/entity/Q469802,Sunici,109358
http://www.wikidata.org/entity/Q103191516,Rheinzabern (Samian Ware Discovery Site),109362
http://www.wikidata.org/entity/Q1947818,Taintignies,109363
http://www.wikidata.org/entity/Q261399,Thérouanne,109366
http://www.wikidata.org/entity/Q158884,Taunus,109367
http://www.wikidata.org/entity/Q3100436,Taviers,109369
http://www.wikidata.org/entity/Q1143734,Tencteri and Usipetes,109371
http://www.wikidata.org/entity/Q711079,Theux,109375
http://www.wikidata.org/entity/Q1623960,Le Thillay,109376
http://www.wikidata.org/entity/Q1026215,Tintange,109380
http://www.wikidata.org/entity/Q2287338,Treignes,109387
http://www.wikidata.org/entity/Q322168,Treveri,109390
http://www.wikidata.org/entity/Q61619,Triboci,109391
http://www.wikidata.org/entity/Q2399768,Tricasses,109392
http://www.wikidata.org/entity/Q2167763,tungri,109397
http://www.wikidata.org/entity/Q664800,Ubii,109400
http://www.wikidata.org/entity/Q527982,Umkirch,109404
http://www.wikidata.org/entity/Q1517050,Usipi,109405
http://www.wikidata.org/entity/Q254784,Vangiones,109410
http://www.wikidata.org/entity/Q103146332,Belfort (Samian Ware Discovery Site),109410
http://www.wikidata.org/entity/Q151336,Varnenum,109411
http://www.wikidata.org/entity/Q370347,Veliocasses,109412
http://www.wikidata.org/entity/Q1995379,Q1995379,109413
http://www.wikidata.org/entity/Q973570,Vendeuil-Caply,109414
http://www.wikidata.org/entity/Q596537,Vendresse,109415
http://www.wikidata.org/entity/Q1138962,Ver-lès-Chartres,109417
http://www.wikidata.org/entity/Q1389275,Verneuil-en-Halatte,109418
http://www.wikidata.org/entity/Q21556458,Vicus Augustanus,109423
http://www.wikidata.org/entity/Q1438549,La Villeneuve-au-Châtelot,109431
http://www.wikidata.org/entity/Q925713,Villers-sous-Ailly,109432
http://www.wikidata.org/entity/Q1331922,Villers-Saint-Frambourg,109433
http://www.wikidata.org/entity/Q154748,Verdun,109435
http://www.wikidata.org/entity/Q761664,Viromandui,109437
http://www.wikidata.org/entity/Q2665195,Q2665195,109441
http://www.wikidata.org/entity/Q504457,Waghäusel,109450
http://www.wikidata.org/entity/Q1950137,Wancennes,109451
http://www.wikidata.org/entity/Q1246606,Lamotte-Warfusée,109453
http://www.wikidata.org/entity/Q1026497,Wasserbillig,109454
http://www.wikidata.org/entity/Q541616,Weißenthurm,109455
http://www.wikidata.org/entity/Q498639,Wenduine,109457
http://www.wikidata.org/entity/Q1020467,Büderich,109458
http://www.wikidata.org/entity/Q1798803,Q1798803,109459
http://www.wikidata.org/entity/Q103163423,Haute-Yutz (Samian Ware Discovery Site),109468
http://www.wikidata.org/entity/Q1014085,Q1014085,109473
http://www.wikidata.org/entity/Q27779887,Temple of Zeus in Nemea,109791198
http://www.wikidata.org/entity/Q1064331,Tarxien Temples,110149525
http://www.wikidata.org/entity/Q1762652,"Ostia Antica, Regio IV",11101489
http://www.wikidata.org/entity/Q3585766,Madonna del Parto,111489261
http://www.wikidata.org/entity/Q56333829,Casa dei Crescenzi,111763397
http://www.wikidata.org/entity/Q2390486,Tall-i Bakun,112340551
http://www.wikidata.org/entity/Q650531,Thracian Tomb of Sveshtari,112399918
http://www.wikidata.org/entity/Q817286,Beni Hasan,112509596
http://www.wikidata.org/entity/Q30589749,Baptistery of Butrint,11257637
http://www.wikidata.org/entity/Q2148270,Roman Theatre of Verulamium,113035707
http://www.wikidata.org/entity/Q7099422,Oram's Arbour,113170101
http://www.wikidata.org/entity/Q668691,Chaussée Jules César,113295
http://www.wikidata.org/entity/Q87745203,Byzantine Fort in Timgad,114562501
http://www.wikidata.org/entity/Q103155126,Brionne (Samian Ware Discovery Site),114771
http://www.wikidata.org/entity/Q2369909,Nabalia,114787
http://www.wikidata.org/entity/Q2611105,Itius Portus,114791
http://www.wikidata.org/entity/Q3432953,Riobé,114795
http://www.wikidata.org/entity/Q673209,Vellaunodunum,114800
http://www.wikidata.org/entity/Q3538803,Pomptina,114815757
http://www.wikidata.org/entity/Q856590,Library of Pergamum,117689032
http://www.wikidata.org/entity/Q27070603,Inn of the Gladiators,117737330
http://www.wikidata.org/entity/Q1735352,Castra Abusina,118539
http://www.wikidata.org/entity/Q253574,Acholshausen,118540
http://www.wikidata.org/entity/Q1735430,Castra Ad Lunam,118542
http://www.wikidata.org/entity/Q14369,Inn,118547
http://www.wikidata.org/entity/Q384382,Aislingen,118549
http://www.wikidata.org/entity/Q103138671,Aislingen (Samian Ware Discovery Site),118549
http://www.wikidata.org/entity/Q132990,Alamanni,118550
http://www.wikidata.org/entity/Q1462510,Q1462510,118556
http://www.wikidata.org/entity/Q103140868,Altenstadt (Samian Ware Discovery Site),118559
http://www.wikidata.org/entity/Q103163525,Heidenheim (Samian Ware Discovery Site),118569
http://www.wikidata.org/entity/Q103192110,Rottweil (Samian Ware Discovery Site),118572
http://www.wikidata.org/entity/Q1519355,Castra of Arnsburg,118575
http://www.wikidata.org/entity/Q558842,Aubstadt,118578
http://www.wikidata.org/entity/Q11959641,Augustiana,118581
http://www.wikidata.org/entity/Q177280,Bad Abbach,118584
http://www.wikidata.org/entity/Q798699,Bad Gögging,118586
http://www.wikidata.org/entity/Q571926,Bad Königshofen im Grabfeld,118587
http://www.wikidata.org/entity/Q274688,Baldersheim,118589
http://www.wikidata.org/entity/Q248062,Berching,118595
http://www.wikidata.org/entity/Q255903,Bergtheim,118596
http://www.wikidata.org/entity/Q512905,Biebelried,118597
http://www.wikidata.org/entity/Q638525,Weißenburg Roman Fort,118600
http://www.wikidata.org/entity/Q103198477,Unterböbingen (Samian Ware Discovery Site),118601
http://www.wikidata.org/entity/Q1019728,Böhming,118603
http://www.wikidata.org/entity/Q1735341,Castra of Böhming,118603
http://www.wikidata.org/entity/Q74057,Gauting,118609
http://www.wikidata.org/entity/Q150412,Burgundians,118617
http://www.wikidata.org/entity/Q384264,Burladingen,118618
